reg;ind;total_emp;nr_firms;rca;rca01;
63;256;...;NA;…;0;
63;259;NA;NA;…;0;
63;279;...;NA;…;1;
63;309;NA;NA;…;1;
63;310;...;NA;…;0;
63;321;NA;NA;…;1;
63;331;NA;NA;…;0;
63;370;...;NA;…;1;
63;412;52;9;0.492;0;
63;422;...;NA;…;0;
63;429;NA;NA;…;1;
63;431;NA;NA;…;0;
63;432;63;12;0.925;0;
63;433;25;5;0.759;0;
63;439;13;4;0.357;0;
63;451;...;NA;…;0;
63;452;...;NA;…;0;
63;461;...;NA;…;0;
63;463;...;NA;…;0;
63;464;NA;NA;…;0;
63;467;24;6;0.572;0;
63;471;238;59;1.446;1;
63;472;27;9;0.65;0;
63;474;NA;NA;…;0;
63;475;16;6;0.416;0;
63;476;NA;NA;…;1;
63;477;73;21;0.658;0;
63;478;12;4;1.197;1;
63;479;12;4;0.747;0;
63;493;NA;NA;…;0;
63;494;63;10;0.678;0;
63;522;...;NA;…;0;
63;531;NA;NA;…;0;
63;551;NA;NA;…;0;
63;552;13;5;5.282;1;
63;561;55;10;0.49;0;
63;563;53;22;1.764;1;
63;581;NA;NA;…;0;
63;602;NA;NA;…;1;
63;612;NA;NA;…;0;
63;620;...;NA;…;0;
63;681;NA;NA;…;0;
63;682;18;5;0.498;0;
63;692;...;NA;…;0;
63;702;NA;NA;…;0;
63;711;...;NA;…;0;
63;741;...;NA;…;1;
63;749;...;NA;…;0;
63;802;NA;NA;…;0;
63;803;NA;NA;…;1;
63;813;...;NA;…;1;
63;823;NA;NA;…;0;
63;829;...;NA;…;0;
63;841;2314;48;4.598;1;
63;851;154;14;2.417;1;
63;852;324;7;1.742;1;
63;853;...;NA;…;1;
63;855;NA;NA;…;0;
63;862;176;16;3.375;1;
63;873;...;NA;…;1;
63;881;NA;NA;…;0;
63;920;...;NA;…;1;
63;931;NA;NA;…;1;
63;932;...;NA;…;0;
63;941;NA;NA;…;0;
63;942;...;NA;…;1;
63;949;...;NA;…;0;
63;960;51;6;1.382;1;
64;11;174;35;1.216;1;
64;12;55;15;3.423;1;
64;13;NA;NA;…;0;
64;14;207;6;1.717;1;
64;15;...;NA;…;0;
64;16;51;11;1.345;1;
64;17;NA;NA;…;0;
64;21;...;NA;…;1;
64;24;32;9;2.227;1;
64;103;...;NA;…;0;
64;107;58;6;0.516;0;
64;108;...;NA;…;0;
64;110;267;23;6.228;1;
64;139;104;5;1.694;1;
64;141;779;22;6.852;1;
64;161;40;4;1.858;1;
64;162;56;15;0.94;0;
64;181;NA;NA;…;0;
64;222;...;NA;…;0;
64;234;28;5;1.658;1;
64;236;NA;NA;…;0;
64;237;...;NA;…;1;
64;239;NA;NA;…;1;
64;245;NA;NA;…;0;
64;251;60;8;0.56;0;
64;256;239;10;2.279;1;
64;257;371;5;16.715;1;
64;259;274;5;8.069;1;
64;282;NA;NA;…;0;
64;289;85;5;2.39;1;
64;309;NA;NA;…;1;
64;310;NA;NA;…;0;
64;332;NA;NA;…;0;
64;353;NA;NA;…;0;
64;381;NA;NA;…;1;
64;411;NA;NA;…;0;
64;412;569;32;1.96;1;
64;421;...;NA;…;0;
64;422;66;9;0.852;0;
64;429;NA;NA;…;1;
64;431;21;6;0.508;0;
64;432;254;30;1.358;1;
64;433;53;11;0.586;0;
64;439;44;9;0.441;0;
64;451;14;4;0.119;0;
64;452;37;11;0.425;0;
64;453;27;7;0.563;0;
64;461;39;7;0.547;0;
64;462;17;5;0.534;0;
64;463;103;11;0.728;0;
64;464;...;NA;…;0;
64;465;NA;NA;…;0;
64;467;93;13;0.807;0;
64;469;21;4;0.177;0;
64;471;479;43;06.jan;1;
64;472;43;12;0.377;0;
64;473;NA;NA;…;0;
64;474;NA;NA;…;0;
64;475;52;17;0.493;0;
64;476;11;5;0.355;0;
64;477;255;54;0.837;0;
64;478;17;8;0.618;0;
64;479;18;4;0.408;0;
64;494;156;26;0.611;0;
64;504;NA;NA;…;1;
64;521;...;NA;…;0;
64;522;40;6;0.199;0;
64;532;...;NA;…;0;
64;551;146;5;1.737;1;
64;552;...;NA;…;1;
64;553;NA;NA;…;1;
64;561;252;49;0.818;0;
64;562;44;6;0.851;0;
64;563;62;23;0.751;0;
64;591;NA;NA;…;1;
64;620;15;6;0.086;0;
64;631;...;NA;…;0;
64;641;NA;NA;…;0;
64;642;NA;NA;…;0;
64;661;NA;NA;…;0;
64;662;32;9;1.588;1;
64;681;NA;NA;…;0;
64;682;131;11;1.32;1;
64;691;8;4;0.202;0;
64;692;44;12;0.187;0;
64;702;37;7;0.332;0;
64;711;40;10;0.343;0;
64;712;NA;NA;…;0;
64;731;15;6;0.355;0;
64;741;NA;NA;…;0;
64;742;NA;NA;…;0;
64;743;NA;NA;…;0;
64;749;...;NA;…;0;
64;750;...;NA;…;1;
64;772;NA;NA;…;0;
64;773;NA;NA;…;1;
64;781;NA;NA;…;0;
64;782;...;NA;…;0;
64;783;...;NA;…;0;
64;801;NA;NA;…;0;
64;802;NA;NA;…;0;
64;811;NA;NA;…;1;
64;812;NA;7;…;1;
64;829;26;5;0.214;0;
64;841;1574;36;1.139;1;
64;851;117;14;0.669;0;
64;852;605;20;1.185;1;
64;853;306;6;1.032;1;
64;854;NA;NA;…;0;
64;855;...;NA;…;0;
64;856;NA;NA;…;1;
64;862;144;23;1.005;1;
64;869;13;4;0.177;0;
64;873;425;4;3.042;1;
64;881;...;NA;…;0;
64;889;NA;NA;…;0;
64;900;...;NA;…;0;
64;910;77;5;1.303;1;
64;920;NA;NA;…;0;
64;931;17;5;0.317;0;
64;932;NA;NA;…;1;
64;941;...;NA;…;1;
64;949;360;15;3.754;1;
64;952;...;NA;…;0;
64;960;47;8;0.464;0;
65;11;119;22;1.145;1;
65;12;14;5;02.jan;1;
65;13;NA;NA;…;1;
65;14;42;5;0.48;0;
65;15;...;NA;…;0;
65;17;NA;NA;…;1;
65;21;NA;NA;…;1;
65;24;36;11;3.449;1;
65;81;...;NA;…;1;
65;101;NA;NA;…;0;
65;103;NA;NA;…;0;
65;107;125;11;1.532;1;
65;110;13;5;0.418;0;
65;120;NA;NA;…;1;
65;139;...;NA;…;0;
65;141;252;14;3.052;1;
65;152;...;NA;…;1;
65;161;24;4;1.535;1;
65;162;...;NA;…;1;
65;181;...;NA;…;0;
65;222;NA;NA;…;0;
65;232;NA;NA;…;1;
65;234;NA;7;…;1;
65;236;NA;NA;…;0;
65;245;NA;NA;…;1;
65;251;22;4;0.283;0;
65;256;81;6;1.063;1;
65;257;NA;NA;…;1;
65;259;106;5;4.298;1;
65;264;NA;NA;…;0;
65;282;...;NA;…;0;
65;289;...;NA;…;0;
65;293;NA;NA;…;1;
65;310;...;NA;…;0;
65;331;...;NA;…;0;
65;360;NA;NA;…;1;
65;370;NA;NA;…;0;
65;381;NA;NA;…;0;
65;382;NA;NA;…;0;
65;383;NA;NA;…;0;
65;411;NA;NA;…;0;
65;412;97;22;0.46;0;
65;421;NA;NA;…;0;
65;422;...;NA;…;0;
65;429;NA;NA;…;1;
65;431;NA;NA;…;0;
65;432;15;5;0.11;0;
65;433;27;8;0.411;0;
65;439;26;8;0.358;0;
65;451;42;9;0.493;0;
65;452;16;7;0.253;0;
65;453;...;NA;…;0;
65;461;97;7;1.873;1;
65;462;NA;NA;…;0;
65;463;32;4;0.311;0;
65;464;27;6;0.264;0;
65;465;NA;NA;…;0;
65;466;...;NA;…;0;
65;467;50;11;0.597;0;
65;469;33;6;0.384;0;
65;471;276;56;0.841;0;
65;472;63;20;0.76;0;
65;473;...;NA;…;0;
65;474;14;5;0.833;0;
65;475;35;8;0.457;0;
65;476;26;5;1.154;1;
65;477;444;57;2.007;1;
65;478;...;NA;…;0;
65;479;8;4;0.25;0;
65;493;NA;NA;…;0;
65;494;484;21;2.611;1;
65;522;...;NA;…;0;
65;551;71;9;1.163;1;
65;552;10;4;2.037;1;
65;559;66;5;6.623;1;
65;561;95;29;0.425;0;
65;562;NA;NA;…;0;
65;563;51;16;0.851;0;
65;601;NA;NA;…;1;
65;602;NA;NA;…;1;
65;611;NA;NA;…;0;
65;620;...;NA;…;0;
65;639;NA;NA;…;0;
65;641;...;NA;…;1;
65;661;NA;NA;…;0;
65;662;...;NA;…;0;
65;681;NA;NA;…;0;
65;682;28;7;0.388;0;
65;683;NA;NA;…;0;
65;691;28;8;0.972;0;
65;692;18;8;0.105;0;
65;702;NA;4;…;0;
65;711;46;10;0.544;0;
65;721;NA;NA;…;0;
65;731;...;NA;…;0;
65;741;NA;NA;…;1;
65;749;46;4;1.558;1;
65;771;NA;NA;…;0;
65;772;...;NA;…;1;
65;773;NA;NA;…;0;
65;782;NA;NA;…;0;
65;791;NA;NA;…;0;
65;801;...;NA;…;0;
65;811;NA;NA;…;0;
65;812;...;NA;…;0;
65;813;NA;NA;…;0;
65;823;NA;NA;…;0;
65;829;22;6;0.249;0;
65;841;1330;44;1.325;1;
65;842;...;NA;…;1;
65;851;226;7;1.778;1;
65;852;477;14;1.286;1;
65;853;527;7;2.448;1;
65;855;28;4;0.878;0;
65;856;...;NA;…;1;
65;861;NA;NA;…;1;
65;862;53;20;0.51;0;
65;869;19;4;0.355;0;
65;873;...;NA;…;1;
65;881;NA;NA;…;1;
65;900;NA;NA;…;0;
65;910;...;NA;…;0;
65;931;...;NA;…;0;
65;932;...;NA;…;1;
65;942;NA;NA;…;1;
65;949;77;11;1.105;1;
65;951;...;NA;…;0;
65;952;...;NA;…;0;
65;960;51;13;0.693;0;
66;11;542;47;4.303;1;
66;12;65;20;4.595;1;
66;14;NA;10;…;1;
66;15;17;4;0.949;0;
66;16;128;19;3.835;1;
66;17;NA;NA;…;0;
66;22;NA;NA;…;0;
66;81;...;NA;…;1;
66;89;NA;NA;…;1;
66;101;103;7;1.138;1;
66;106;NA;NA;…;1;
66;107;220;17;2.225;1;
66;108;350;4;9.437;1;
66;110;183;22;4.849;1;
66;141;38;4;0.38;0;
66;143;NA;NA;…;0;
66;152;...;NA;…;1;
66;161;NA;NA;…;0;
66;162;21;6;0.4;0;
66;172;...;NA;…;0;
66;201;NA;NA;…;0;
66;202;NA;NA;…;1;
66;203;NA;NA;…;1;
66;205;NA;NA;…;1;
66;221;NA;NA;…;0;
66;222;155;9;1.427;1;
66;231;NA;NA;…;0;
66;235;NA;NA;…;1;
66;239;NA;NA;…;1;
66;243;NA;NA;…;0;
66;251;116;9;1.231;1;
66;252;NA;NA;…;0;
66;255;NA;NA;…;0;
66;256;44;8;0.476;0;
66;259;...;NA;…;1;
66;261;NA;NA;…;0;
66;265;NA;NA;…;0;
66;275;NA;NA;…;0;
66;282;NA;NA;…;0;
66;310;58;4;0.947;0;
66;329;NA;NA;…;0;
66;331;17;5;0.387;0;
66;332;NA;NA;…;0;
66;351;13;4;0.372;0;
66;352;...;NA;…;1;
66;360;NA;NA;…;1;
66;381;...;NA;…;0;
66;382;NA;NA;…;0;
66;383;...;NA;…;0;
66;412;341;59;1.334;1;
66;421;81;11;1.228;1;
66;422;53;10;0.777;0;
66;429;...;NA;…;0;
66;431;51;6;1.403;1;
66;432;139;26;0.844;0;
66;433;90;27;13.jan;1;
66;439;37;13;0.421;0;
66;451;66;15;0.639;0;
66;452;69;14;0.901;0;
66;453;29;6;0.687;0;
66;461;15;5;0.239;0;
66;462;...;NA;…;0;
66;463;113;10;0.907;0;
66;464;100;4;0.806;0;
66;465;NA;NA;…;0;
66;466;NA;NA;…;0;
66;467;32;7;0.315;0;
66;469;24;5;0.23;0;
66;471;309;90;0.777;0;
66;472;132;38;1.314;1;
66;473;37;8;1.567;1;
66;474;NA;NA;…;0;
66;475;108;21;1.163;1;
66;476;...;NA;…;0;
66;477;263;66;0.981;0;
66;478;8;4;0.33;0;
66;479;50;13;1.287;1;
66;493;15;5;0.11;0;
66;494;354;45;1.576;1;
66;504;NA;NA;…;1;
66;521;NA;NA;…;0;
66;522;...;NA;…;0;
66;532;...;NA;…;0;
66;551;95;5;1.284;1;
66;552;...;NA;…;1;
66;559;...;NA;…;0;
66;561;202;47;0.745;0;
66;562;45;7;0.989;0;
66;563;135;55;1.858;1;
66;582;NA;NA;…;0;
66;602;NA;NA;…;0;
66;619;NA;NA;…;0;
66;620;21;7;0.137;0;
66;631;...;NA;…;0;
66;641;...;NA;…;0;
66;661;...;NA;…;0;
66;662;...;NA;…;0;
66;681;49;7;0.726;0;
66;682;18;4;0.206;0;
66;683;NA;NA;…;0;
66;691;23;4;0.658;0;
66;692;70;19;0.337;0;
66;701;NA;NA;…;0;
66;702;37;11;0.377;0;
66;711;32;6;0.312;0;
66;712;...;NA;…;0;
66;721;NA;NA;…;0;
66;731;NA;NA;…;0;
66;732;NA;NA;…;1;
66;742;...;NA;…;1;
66;743;NA;NA;…;0;
66;749;48;6;1.341;1;
66;750;8;4;1.371;1;
66;772;NA;NA;…;0;
66;773;NA;NA;…;1;
66;781;...;NA;…;1;
66;782;NA;NA;…;0;
66;791;...;NA;…;0;
66;801;72;6;0.857;0;
66;802;...;NA;…;0;
66;811;NA;NA;…;0;
66;812;29;5;0.234;0;
66;821;NA;NA;…;0;
66;823;...;NA;…;0;
66;829;NA;5;…;0;
66;841;3032;39;2.492;1;
66;842;NA;NA;…;0;
66;851;319;16;2.071;1;
66;852;558;13;1.241;1;
66;853;519;4;1.989;1;
66;855;26;6;0.673;0;
66;862;179;27;1.42;1;
66;869;14;4;0.216;0;
66;873;302;6;2.455;1;
66;881;...;NA;…;0;
66;889;28;5;0.4;0;
66;900;27;4;0.64;0;
66;910;74;4;1.423;1;
66;920;...;NA;…;0;
66;932;23;5;0.76;0;
66;941;...;NA;…;0;
66;949;...;NA;…;0;
66;952;...;NA;…;0;
66;960;71;23;0.796;0;
67;11;433;34;8.73;1;
67;12;NA;NA;…;1;
67;14;37;4;0.885;0;
67;15;...;NA;…;0;
67;16;31;4;2.358;1;
67;17;NA;NA;…;1;
67;21;NA;NA;…;1;
67;22;NA;NA;…;0;
67;103;...;NA;…;1;
67;107;56;7;1.438;1;
67;108;NA;NA;…;1;
67;110;...;NA;…;0;
67;141;...;NA;…;0;
67;143;NA;NA;…;0;
67;162;40;8;1.936;1;
67;172;NA;NA;…;1;
67;201;NA;NA;…;0;
67;251;11;4;0.296;0;
67;259;NA;NA;…;0;
67;281;NA;NA;…;0;
67;282;NA;NA;…;0;
67;289;NA;NA;…;1;
67;360;NA;NA;…;0;
67;370;NA;NA;…;0;
67;382;NA;NA;…;1;
67;390;NA;NA;…;1;
67;412;48;13;0.477;0;
67;421;NA;NA;…;0;
67;422;...;NA;…;1;
67;429;...;NA;…;1;
67;431;NA;NA;…;0;
67;432;98;8;1.511;1;
67;433;38;7;1.212;1;
67;439;...;NA;…;1;
67;452;10;4;0.332;0;
67;453;...;NA;…;0;
67;461;...;NA;…;0;
67;463;...;NA;…;0;
67;464;NA;NA;…;0;
67;466;NA;NA;…;1;
67;467;10;4;0.25;0;
67;469;NA;NA;…;0;
67;471;109;38;0.696;0;
67;472;66;14;1.668;1;
67;473;NA;NA;…;0;
67;475;50;10;1.367;1;
67;476;NA;NA;…;0;
67;477;49;14;0.464;0;
67;478;...;NA;…;0;
67;479;11;5;0.719;0;
67;493;NA;NA;…;0;
67;494;48;7;0.543;0;
67;522;...;NA;…;0;
67;531;NA;NA;…;0;
67;551;NA;NA;…;0;
67;552;...;NA;…;1;
67;559;NA;NA;…;0;
67;561;37;11;0.347;0;
67;562;...;NA;…;1;
67;563;53;21;1.853;1;
67;582;NA;NA;…;0;
67;620;NA;NA;…;0;
67;662;NA;NA;…;0;
67;681;NA;NA;…;0;
67;682;19;4;0.552;0;
67;683;NA;NA;…;0;
67;691;NA;NA;…;1;
67;692;25;9;0.306;0;
67;702;10;5;0.259;0;
67;711;26;7;0.644;0;
67;712;...;NA;…;0;
67;721;NA;NA;…;0;
67;749;...;NA;…;0;
67;771;NA;NA;…;0;
67;772;...;NA;…;1;
67;773;...;NA;…;0;
67;782;...;NA;…;0;
67;791;...;NA;…;0;
67;801;81;6;2.447;1;
67;802;...;NA;…;0;
67;811;NA;NA;…;0;
67;812;...;NA;…;0;
67;821;NA;NA;…;0;
67;829;21;7;0.498;0;
67;841;2013;44;4.201;1;
67;851;106;9;1.747;1;
67;852;...;NA;…;0;
67;853;40;4;0.389;0;
67;855;...;NA;…;0;
67;856;NA;NA;…;0;
67;861;NA;NA;…;1;
67;862;46;13;0.926;0;
67;869;...;NA;…;0;
67;873;NA;NA;…;0;
67;889;NA;NA;…;1;
67;910;NA;NA;…;0;
67;931;NA;NA;…;1;
67;932;...;NA;…;1;
67;949;18;6;0.541;0;
67;952;...;NA;…;0;
67;960;21;8;0.598;0;
68;11;183;23;1.045;1;
68;12;...;NA;…;0;
68;14;65;13;0.44;0;
68;15;...;NA;…;0;
68;16;20;7;0.431;0;
68;17;...;NA;…;0;
68;107;37;7;0.269;0;
68;110;...;NA;…;0;
68;133;NA;NA;…;0;
68;139;NA;4;…;1;
68;141;19;7;0.136;0;
68;151;NA;NA;…;0;
68;162;NA;NA;…;0;
68;172;...;NA;…;0;
68;181;40;9;0.562;0;
68;201;1479;9;45.194;1;
68;203;NA;NA;…;1;
68;222;1284;27;8.502;1;
68;234;NA;NA;…;1;
68;236;...;NA;…;0;
68;243;NA;NA;…;0;
68;251;138;16;1.053;1;
68;252;...;NA;…;1;
68;255;NA;NA;…;1;
68;256;98;13;0.763;0;
68;257;NA;NA;…;0;
68;261;NA;NA;…;0;
68;262;NA;NA;…;1;
68;263;NA;NA;…;1;
68;271;NA;NA;…;0;
68;279;...;NA;…;1;
68;281;NA;NA;…;0;
68;282;84;10;0.974;0;
68;284;NA;NA;…;0;
68;293;NA;NA;…;0;
68;310;21;5;0.247;0;
68;323;NA;NA;…;0;
68;325;NA;NA;…;0;
68;331;119;10;1.946;1;
68;332;...;NA;…;1;
68;351;NA;NA;…;1;
68;352;NA;NA;…;0;
68;353;...;NA;…;1;
68;370;166;4;8.671;1;
68;381;NA;NA;…;1;
68;382;NA;NA;…;1;
68;383;...;NA;…;0;
68;412;280;31;0.788;0;
68;421;39;4;0.425;0;
68;422;97;14;1.023;1;
68;429;61;4;2.765;1;
68;431;39;7;0.771;0;
68;432;393;47;1.716;1;
68;433;116;29;1.047;1;
68;439;146;20;1.194;1;
68;451;15;4;0.104;0;
68;452;38;10;0.357;0;
68;453;...;NA;…;0;
68;461;50;7;0.573;0;
68;463;51;6;0.294;0;
68;464;...;NA;…;0;
68;465;NA;NA;…;0;
68;467;50;13;0.354;0;
68;469;17;5;0.117;0;
68;471;167;57;0.302;0;
68;472;100;26;0.716;0;
68;474;14;5;0.494;0;
68;475;62;19;0.48;0;
68;476;14;5;0.369;0;
68;477;246;63;0.66;0;
68;478;15;6;0.445;0;
68;479;28;5;0.518;0;
68;493;20;5;0.106;0;
68;494;139;23;0.445;0;
68;522;42;9;0.171;0;
68;551;34;4;0.33;0;
68;552;NA;NA;…;0;
68;559;NA;NA;…;0;
68;561;141;36;0.374;0;
68;562;16;5;0.253;0;
68;563;86;27;0.851;0;
68;581;NA;NA;…;0;
68;582;NA;NA;…;0;
68;591;NA;NA;…;0;
68;602;...;NA;…;1;
68;620;43;12;0.202;0;
68;631;NA;NA;…;0;
68;653;NA;NA;…;1;
68;661;NA;NA;…;0;
68;662;10;5;0.405;0;
68;681;33;5;0.352;0;
68;682;122;20;1.004;1;
68;683;NA;4;…;0;
68;691;37;8;0.762;0;
68;692;95;25;0.329;0;
68;701;NA;NA;…;0;
68;702;10;4;0.073;0;
68;711;147;23;03.jan;1;
68;712;23;9;0.769;0;
68;721;NA;NA;…;0;
68;731;...;NA;…;0;
68;732;NA;NA;…;0;
68;741;NA;NA;…;0;
68;749;30;5;0.603;0;
68;750;9;4;1.109;1;
68;772;...;NA;…;0;
68;773;NA;NA;…;0;
68;782;NA;NA;…;0;
68;783;...;NA;…;1;
68;801;14;4;0.12;0;
68;802;132;6;2.407;1;
68;811;...;NA;…;0;
68;812;38;9;0.22;0;
68;813;NA;5;…;1;
68;821;...;NA;…;0;
68;823;NA;NA;…;0;
68;829;164;11;01.jan;1;
68;841;1103;33;0.652;0;
68;842;NA;NA;…;0;
68;851;260;17;1.214;1;
68;852;889;15;1.422;1;
68;853;...;NA;…;0;
68;855;57;6;1.061;1;
68;862;203;30;1.158;1;
68;869;12;4;0.133;0;
68;872;NA;NA;…;1;
68;873;NA;NA;…;0;
68;881;...;NA;…;1;
68;889;NA;NA;…;0;
68;900;...;NA;…;0;
68;910;...;NA;…;0;
68;920;NA;NA;…;0;
68;931;125;13;1.902;1;
68;932;29;4;0.689;0;
68;942;NA;NA;…;0;
68;949;35;5;0.298;0;
68;951;...;NA;…;0;
68;952;...;NA;…;0;
68;960;154;28;1.241;1;
69;11;62;12;1.429;1;
69;12;33;14;6.772;1;
69;14;62;8;1.696;1;
69;15;NA;NA;…;1;
69;16;21;9;1.826;1;
69;21;NA;NA;…;1;
69;22;NA;NA;…;0;
69;24;...;NA;…;1;
69;31;NA;NA;…;1;
69;81;NA;NA;…;1;
69;101;NA;NA;…;1;
69;106;NA;NA;…;1;
69;107;NA;NA;…;0;
69;108;NA;NA;…;0;
69;110;225;39;17.306;1;
69;141;...;NA;…;0;
69;152;...;NA;…;0;
69;161;NA;NA;…;0;
69;162;42;10;2.324;1;
69;172;NA;NA;…;0;
69;181;...;NA;…;1;
69;201;NA;NA;…;0;
69;221;NA;NA;…;0;
69;234;NA;NA;…;0;
69;237;NA;NA;…;1;
69;239;...;NA;…;1;
69;251;...;NA;…;0;
69;256;109;4;3.427;1;
69;259;...;NA;…;1;
69;292;NA;NA;…;1;
69;310;NA;NA;…;0;
69;331;NA;NA;…;0;
69;382;NA;NA;…;1;
69;412;128;26;1.454;1;
69;421;...;NA;…;0;
69;422;NA;NA;…;1;
69;429;...;NA;…;1;
69;431;...;NA;…;0;
69;432;29;5;0.511;0;
69;433;13;5;0.474;0;
69;439;16;4;0.528;0;
69;451;31;8;0.871;0;
69;452;24;7;0.91;0;
69;453;...;NA;…;0;
69;461;18;4;0.832;0;
69;463;47;8;1.096;1;
69;464;...;NA;…;0;
69;467;20;5;0.572;0;
69;469;...;NA;…;0;
69;471;91;26;0.664;0;
69;472;34;15;0.982;0;
69;473;NA;NA;…;0;
69;474;...;NA;…;0;
69;475;9;4;0.281;0;
69;476;NA;NA;…;0;
69;477;60;18;0.65;0;
69;478;...;NA;…;0;
69;479;...;NA;…;0;
69;494;123;30;1.589;1;
69;522;NA;NA;…;0;
69;532;NA;NA;…;0;
69;551;83;8;3.256;1;
69;552;10;4;4.879;1;
69;553;NA;NA;…;1;
69;559;NA;NA;…;1;
69;561;78;26;0.835;0;
69;562;...;NA;…;0;
69;563;71;29;2.837;1;
69;620;40;4;0.76;0;
69;631;NA;NA;…;0;
69;641;...;NA;…;1;
69;681;...;NA;…;0;
69;682;30;6;0.997;0;
69;692;15;6;0.21;0;
69;702;14;5;0.415;0;
69;711;...;NA;…;0;
69;712;NA;NA;…;0;
69;721;...;NA;…;1;
69;731;...;NA;…;0;
69;732;NA;NA;…;0;
69;742;NA;NA;…;1;
69;749;NA;NA;…;0;
69;781;NA;NA;…;0;
69;782;NA;NA;…;0;
69;783;NA;NA;…;1;
69;801;NA;NA;…;0;
69;802;20;4;1.473;1;
69;811;NA;NA;…;0;
69;812;...;NA;…;0;
69;823;NA;NA;…;1;
69;829;...;NA;…;0;
69;841;1110;24;2.648;1;
69;851;68;6;1.282;1;
69;852;...;NA;…;0;
69;853;234;5;2.603;1;
69;855;NA;NA;…;0;
69;862;55;11;1.266;1;
69;869;9;4;0.403;0;
69;873;...;NA;…;1;
69;881;41;5;2.552;1;
69;900;...;NA;…;0;
69;910;...;NA;…;1;
69;920;NA;NA;…;0;
69;931;...;NA;…;0;
69;932;...;NA;…;0;
69;941;NA;NA;…;1;
69;949;29;4;0.997;0;
69;952;NA;NA;…;1;
69;960;...;NA;…;0;
70;11;420;73;5.403;1;
70;12;29;9;3.321;1;
70;13;...;NA;…;1;
70;14;56;8;0.855;0;
70;15;...;NA;…;1;
70;16;17;4;0.825;0;
70;17;NA;NA;…;1;
70;31;NA;NA;…;1;
70;32;NA;NA;…;1;
70;101;...;NA;…;1;
70;106;NA;NA;…;0;
70;107;98;11;1.606;1;
70;108;NA;NA;…;0;
70;109;...;NA;…;1;
70;110;23;6;0.987;0;
70;139;NA;NA;…;0;
70;141;151;4;2.444;1;
70;143;...;NA;…;1;
70;161;NA;NA;…;0;
70;162;11;4;0.34;0;
70;181;...;NA;…;0;
70;222;NA;NA;…;0;
70;236;NA;NA;…;0;
70;243;NA;NA;…;1;
70;251;200;8;3.438;1;
70;252;NA;NA;…;0;
70;255;NA;NA;…;0;
70;256;40;9;0.702;0;
70;257;NA;NA;…;1;
70;259;...;NA;…;0;
70;281;NA;NA;…;0;
70;282;218;10;5.694;1;
70;289;...;NA;…;1;
70;293;NA;NA;…;0;
70;310;NA;4;…;1;
70;324;NA;NA;…;1;
70;325;NA;NA;…;0;
70;329;NA;NA;…;0;
70;331;97;16;3.575;1;
70;332;...;NA;…;1;
70;353;...;NA;…;1;
70;360;...;NA;…;0;
70;370;NA;NA;…;1;
70;381;NA;NA;…;1;
70;412;65;15;0.412;0;
70;421;...;NA;…;0;
70;422;35;10;0.832;0;
70;429;NA;NA;…;0;
70;431;...;NA;…;0;
70;432;163;35;1.603;1;
70;433;25;8;0.509;0;
70;439;23;5;0.424;0;
70;451;...;NA;…;0;
70;452;31;8;0.656;0;
70;453;...;NA;…;0;
70;454;NA;NA;…;1;
70;461;53;10;1.368;1;
70;462;39;7;2.255;1;
70;463;101;13;1.314;1;
70;464;NA;NA;…;0;
70;465;...;NA;…;0;
70;466;19;4;0.874;0;
70;467;64;5;1.022;1;
70;469;36;4;0.559;0;
70;471;205;38;0.835;0;
70;472;76;24;1.225;1;
70;473;...;NA;…;1;
70;474;NA;NA;…;0;
70;475;95;17;1.657;1;
70;476;23;5;1.364;1;
70;477;160;48;0.967;0;
70;478;44;17;2.942;1;
70;479;16;7;0.667;0;
70;493;18;5;0.215;0;
70;494;182;17;1.312;1;
70;521;NA;NA;…;0;
70;522;NA;NA;…;0;
70;551;46;4;1.007;1;
70;552;NA;NA;…;0;
70;559;NA;NA;…;0;
70;561;141;32;0.842;0;
70;562;15;4;0.534;0;
70;563;102.671;36;29.febr;1;
70;581;NA;NA;…;0;
70;591;NA;NA;…;0;
70;602;...;NA;…;0;
70;611;NA;NA;…;1;
70;620;...;NA;…;0;
70;631;NA;NA;…;0;
70;661;NA;NA;…;0;
70;662;...;NA;…;0;
70;681;NA;NA;…;0;
70;682;19;7;0.352;0;
70;691;12;5;0.557;0;
70;692;28;13;0.218;0;
70;701;NA;NA;…;1;
70;702;10;5;0.165;0;
70;711;45;9;0.711;0;
70;731;NA;NA;…;0;
70;742;NA;NA;…;0;
70;749;39;10;1.766;1;
70;772;...;NA;…;1;
70;781;NA;NA;…;0;
70;801;NA;NA;…;1;
70;802;...;NA;…;0;
70;812;...;NA;…;0;
70;813;...;NA;…;1;
70;821;NA;NA;…;0;
70;823;NA;NA;…;0;
70;829;NA;5;…;1;
70;841;825;14;1.099;1;
70;842;NA;NA;…;0;
70;851;NA;NA;…;1;
70;852;810;25;2.919;1;
70;853;617;7;3.83;1;
70;855;33;4;1.384;1;
70;862;122;27;1.568;1;
70;869;NA;NA;…;0;
70;873;198;6;2.608;1;
70;881;NA;NA;…;1;
70;889;NA;NA;…;1;
70;900;NA;NA;…;1;
70;910;41;4;1.277;1;
70;920;8;4;1.018;1;
70;931;20;7;0.686;0;
70;932;...;NA;…;0;
70;949;...;NA;…;0;
70;951;NA;NA;…;0;
70;952;9;4;0.86;0;
70;960;55;15;0.999;0;
